contigs_cluasted6774;size=1	lytic	low quality draft
contigs_cluasted513;size=1	lytic	low quality draft
contigs_cluasted872;size=1	lytic	low quality draft
contigs_cluasted1553;size=1	lytic	low quality draft
contigs_cluasted966;size=1	lysogenic	low quality draft
contigs_cluasted7241;size=1	lytic	low quality draft
contigs_cluasted665;size=2	lysogenic	medium quality draft
contigs_cluasted5321;size=1	lytic	low quality draft
contigs_cluasted772;size=1	lysogenic	high quality draft
contigs_cluasted8206;size=1	lytic	low quality draft
contigs_cluasted1222;size=1	lytic	low quality draft
contigs_cluasted1992;size=1	lytic	medium quality draft
contigs_cluasted8243;size=1	lytic	low quality draft
contigs_cluasted159;size=2	lytic	high quality draft
contigs_cluasted750;size=1	lytic	low quality draft
contigs_cluasted6572;size=1	lytic	low quality draft
contigs_cluasted805;size=3	lysogenic	high quality draft
contigs_cluasted450;size=1	lysogenic	high quality draft
contigs_cluasted5415;size=3	lytic	low quality draft
contigs_cluasted489;size=1	lysogenic	medium quality draft
contigs_cluasted5682;size=1	lytic	low quality draft
contigs_cluasted956;size=1	lytic	low quality draft
contigs_cluasted968;size=1	lytic	low quality draft
contigs_cluasted6595;size=1	lytic	low quality draft
contigs_cluasted26;size=1	lysogenic	medium quality draft
contigs_cluasted265;size=3	lytic	high quality draft
contigs_cluasted364;size=2	lysogenic	low quality draft
contigs_cluasted1678;size=1	lysogenic	low quality draft
contigs_cluasted1082;size=1	lysogenic	low quality draft
contigs_cluasted7517;size=1	lytic	low quality draft
contigs_cluasted71;size=1	lytic	medium quality draft
contigs_cluasted100;size=1	lytic	medium quality draft
contigs_cluasted540;size=1	lysogenic	high quality draft
contigs_cluasted3116;size=1	lytic	low quality draft
contigs_cluasted4350;size=1	lytic	low quality draft
contigs_cluasted425;size=1	lysogenic	high quality draft
contigs_cluasted619;size=2	lytic	medium quality draft
contigs_cluasted437;size=1	lysogenic	high quality draft
contigs_cluasted673;size=1	lysogenic	high quality draft
contigs_cluasted6185;size=1	lytic	low quality draft
contigs_cluasted954;size=1	lytic	medium quality draft
contigs_cluasted919;size=1	lysogenic	low quality draft
contigs_cluasted1000006;size=4	lysogenic	medium quality draft
contigs_cluasted479;size=1	lysogenic	high quality draft
contigs_cluasted5510;size=7	lytic	low quality draft
contigs_cluasted406;size=2	lytic	medium quality draft
contigs_cluasted1305;size=1	lysogenic	low quality draft
contigs_cluasted884;size=1	lytic	low quality draft
contigs_cluasted5483;size=1	lytic	low quality draft
contigs_cluasted3610;size=1	lytic	low quality draft
contigs_cluasted5883;size=1	lytic	low quality draft
contigs_cluasted100000327;size=1	lytic	medium quality draft
contigs_cluasted5706;size=1	lytic	low quality draft
contigs_cluasted5425;size=1	lytic	low quality draft
contigs_cluasted815;size=1	lytic	medium quality draft
contigs_cluasted1465;size=1	lysogenic	low quality draft
contigs_cluasted1754;size=1	lytic	low quality draft
contigs_cluasted204;size=1	lysogenic	high quality draft
contigs_cluasted5452;size=5	lytic	low quality draft
contigs_cluasted7056;size=1	lytic	low quality draft
contigs_cluasted456;size=1	lysogenic	medium quality draft
contigs_cluasted1060;size=1	lytic	low quality draft
contigs_cluasted100000107;size=1	lysogenic	low quality draft
contigs_cluasted711;size=1	lysogenic	medium quality draft
contigs_cluasted28;size=1	lysogenic	high quality draft
contigs_cluasted5829;size=1	lytic	low quality draft
contigs_cluasted787;size=1	lytic	low quality draft
contigs_cluasted333;size=2	lytic	medium quality draft
contigs_cluasted917;size=1	lysogenic	high quality draft
contigs_cluasted9225;size=1	lytic	low quality draft
contigs_cluasted2450;size=1	lytic	medium quality draft
contigs_cluasted6954;size=1	lytic	low quality draft
contigs_cluasted661;size=2	lytic	medium quality draft
contigs_cluasted529;size=1	lysogenic	high quality draft
contigs_cluasted4356;size=1	lytic	low quality draft
contigs_cluasted536;size=1	lytic	medium quality draft
contigs_cluasted2093;size=1	lysogenic	low quality draft
contigs_cluasted495;size=1	lytic	high quality draft
contigs_cluasted100000259;size=1	lytic	low quality draft
contigs_cluasted1013;size=1	lytic	medium quality draft
contigs_cluasted1337;size=1	lysogenic	medium quality draft
contigs_cluasted5473;size=1	lytic	low quality draft
contigs_cluasted416;size=1	lysogenic	high quality draft
contigs_cluasted3128;size=1	lysogenic	low quality draft
contigs_cluasted644;size=1	lysogenic	low quality draft
contigs_cluasted791;size=2	lysogenic	low quality draft
contigs_cluasted855;size=1	lytic	low quality draft
contigs_cluasted526;size=1	lysogenic	high quality draft
contigs_cluasted1033;size=1	lytic	medium quality draft
contigs_cluasted1256;size=1	lytic	medium quality draft
contigs_cluasted5840;size=1	lytic	low quality draft
contigs_cluasted460;size=1	lysogenic	low quality draft
contigs_cluasted5861;size=1	lytic	low quality draft
contigs_cluasted170;size=1	lysogenic	low quality draft
contigs_cluasted30;size=1	lysogenic	medium quality draft
contigs_cluasted888;size=1	lysogenic	low quality draft
contigs_cluasted54;size=1	lytic	high quality draft
contigs_cluasted6877;size=1	lytic	low quality draft
contigs_cluasted438;size=1	lysogenic	medium quality draft
contigs_cluasted6855;size=1	lytic	low quality draft
contigs_cluasted6423;size=1	lytic	low quality draft
contigs_cluasted134;size=1	lytic	high quality draft
contigs_cluasted324;size=1	lytic	low quality draft
contigs_cluasted7380;size=1	lytic	low quality draft
contigs_cluasted1490;size=1	lysogenic	medium quality draft
contigs_cluasted101;size=1	lytic	medium quality draft
contigs_cluasted997;size=1	lysogenic	medium quality draft
contigs_cluasted541;size=1	lytic	low quality draft
contigs_cluasted1027;size=1	lytic	low quality draft
contigs_cluasted7713;size=1	lytic	low quality draft
contigs_cluasted2477;size=1	lytic	low quality draft
contigs_cluasted1231;size=1	lysogenic	medium quality draft
contigs_cluasted576;size=1	lytic	medium quality draft
contigs_cluasted3479;size=1	lysogenic	low quality draft
contigs_cluasted2576;size=1	lytic	low quality draft
contigs_cluasted4995;size=1	lytic	low quality draft
contigs_cluasted6426;size=1	lytic	low quality draft
contigs_cluasted1214;size=2	lytic	low quality draft
contigs_cluasted889;size=4	lytic	medium quality draft
contigs_cluasted8357;size=1	lytic	low quality draft
contigs_cluasted5999;size=1	lytic	low quality draft
contigs_cluasted1129;size=1	lytic	low quality draft
contigs_cluasted304;size=9	lytic	high quality draft
contigs_cluasted1205;size=1	lytic	low quality draft
contigs_cluasted429;size=2	lytic	medium quality draft
contigs_cluasted2066;size=1	lytic	medium quality draft
contigs_cluasted210;size=1	lysogenic	medium quality draft
contigs_cluasted311;size=1	lysogenic	low quality draft
contigs_cluasted5565;size=1	lytic	low quality draft
contigs_cluasted10000027;size=1	lysogenic	high quality draft
contigs_cluasted657;size=2	lysogenic	medium quality draft
contigs_cluasted6181;size=1	lytic	medium quality draft
contigs_cluasted3922;size=1	lysogenic	low quality draft
contigs_cluasted1580;size=1	lytic	low quality draft
contigs_cluasted91;size=1	lytic	low quality draft
contigs_cluasted100000624;size=1	lytic	low quality draft
contigs_cluasted1018;size=1	lysogenic	medium quality draft
contigs_cluasted979;size=1	lytic	low quality draft
contigs_cluasted669;size=1	lysogenic	medium quality draft
contigs_cluasted430;size=1	lysogenic	low quality draft
contigs_cluasted6100;size=5	lytic	low quality draft
contigs_cluasted1774;size=1	lytic	low quality draft
contigs_cluasted273;size=1	lytic	high quality draft
contigs_cluasted830;size=1	lytic	medium quality draft
contigs_cluasted5270;size=1	lytic	low quality draft
contigs_cluasted3850;size=1	lysogenic	low quality draft
